# SMA Pointing Sources
# from http://sma1.sma.hawaii.edu/callist/callist.html
# 2024-01-15
#commonName,name,ra,dec,freq,date,obs,flux
--,1617+027,16:17:49.9081,+02:46:43.105,"['1mm', '850µm']","['26 Sep 2023', '22 Feb 2016']","['SMA', 'SMA']","['0.20 ±  0.01', '0.19 ±  0.05']"
--,1619+227,16:19:14.8246,+22:47:47.851,"['1mm', '850µm']","['20 Sep 2023', '22 Jun 2017']","['SMA', 'SMA']","['0.12 ±  0.01', '0.08 ±  0.02']"
--,1625-254,16:25:46.8916,-25:27:38.326,"['1mm', '850µm']","['25 Jun 2023', '16 May 2022']","['SMA', 'SMA']","['0.56 ±  0.03', '0.30 ±  0.02']"
--,1626-298,16:26:06.0208,-29:51:26.971,"['1mm', '850µm']","['26 Sep 2023', '31 Jan 2021']","['SMA', 'SMA']","['0.28 ±  0.01', '0.53 ±  0.03']"
--,1632+825,16:32:31.9699,+82:32:16.399,"['1mm', '850µm']","['10 Jan 2023', '31 Jan 2021']","['SMA', 'SMA']","['0.34 ±  0.02', '0.25 ±  0.02']"
--,1635+381,16:35:15.4929,+38:08:04.500,"['1mm', '850µm']","['03 Oct 2023', '31 Jan 2021']","['SMA', 'SMA']","['1.51 ±  0.06', '0.95 ±  0.05']"
--,1637+472,16:37:45.1305,+47:17:33.831,"['1mm', '850µm']","['20 Sep 2023', '20 Mar 2012']","['SMA', 'SMA']","['0.47 ±  0.02', '0.33 ±  0.05']"
--,1638+573,16:38:13.4562,+57:20:23.979,"['1mm', '850µm']","['22 Aug 2023', '27 Mar 2021']","['SMA', 'SMA']","['0.61 ±  0.05', '0.17 ±  0.02']"
nrao512,1640+397,16:40:29.6327,+39:46:46.028,"['1mm', '850µm']","['26 Sep 2023', '26 Oct 2011']","['SMA', 'SMA']","['0.15 ±  0.01', '0.29 ±  0.05']"
--,1642+689,16:42:07.8485,+68:56:39.756,"['1mm', '850µm']","['23 Sep 2023', '27 Jul 2022']","['SMA', 'SMA']","['0.39 ±  0.02', '0.35 ±  0.01']"
3c345,1642+398,16:42:58.8099,+39:48:36.993,"['1mm', '850µm']","['03 Oct 2023', '17 Jun 2023']","['SMA', 'SMA']","['2.37 ±  0.08', '1.44 ±  0.08']"
mrk501,1653+397,16:53:52.2166,+39:45:36.608,"['1mm', '850µm']","['20 Jun 2023', '10 Jun 2017']","['SMA', 'SMA']","['0.54 ±  0.03', '0.28 ±  0.03']"
--,1658+347,16:58:01.4192,+34:43:28.402,"['1mm', '850µm']","['26 Sep 2023', '31 Jan 2021']","['SMA', 'SMA']","['0.07 ±  0.00', '0.07 ±  0.01']"
--,1658+476,16:58:02.7796,+47:37:49.231,"['1mm', '850µm']","['30 Apr 2023', '27 Mar 2021']","['SMA', 'SMA']","['0.27 ±  0.02', '0.20 ±  0.02']"
--,1658+076,16:58:09.0114,+07:41:27.540,"['1mm', '850µm']","['26 Sep 2023', '31 Jan 2021']","['SMA', 'SMA']","['0.49 ±  0.01', '0.32 ±  0.02']"
--,1700-261,17:00:53.1540,-26:10:51.725,"['1mm', '850µm']","['05 Sep 2022', '16 May 2022']","['SMA', 'SMA']","['0.71 ±  0.04', '0.56 ±  0.03']"
--,1707+018,17:07:34.4152,+01:48:45.699,"['1mm', '850µm']","['26 Sep 2023', '11 Jul 2013']","['SMA', 'SMA']","['0.08 ±  0.01', '0.13 ±  0.04']"
--,1713-269,17:13:31.2756,-26:58:52.523,"['1mm', '850µm']","['17 Apr 2018', '11 Jul 2013']","['SMA', 'SMA']","['0.16 ±  0.04', '0.18 ±  0.06']"
--,1716+686,17:16:13.9380,+68:36:38.744,"['1mm', '850µm']","['26 Sep 2023', '02 Jun 2021']","['SMA', 'SMA']","['0.24 ±  0.01', '0.23 ±  0.07']"
--,1719+177,17:19:13.0484,+17:45:06.436,"['1mm', '850µm']","['26 Sep 2023', '27 Mar 2021']","['SMA', 'SMA']","['0.32 ±  0.01', '0.32 ±  0.02']"
--,1727+455,17:27:27.6508,+45:30:39.731,"['1mm', '850µm']","['17 Mar 2023', '02 Jun 2021']","['SMA', 'SMA']","['0.65 ±  0.03', '0.46 ±  0.06']"
--,1728+044,17:28:24.9527,+04:27:04.914,"['1mm', '850µm']","['20 Sep 2023', '22 Jun 2017']","['SMA', 'SMA']","['0.34 ±  0.02', '0.27 ±  0.03']"
nrao530,1733-130,17:33:02.7057,-13:04:49.548,"['1mm', '850µm']","['20 Sep 2023', '08 Jun 2021']","['SMA', 'SMA']","['0.78 ±  0.04', '0.81 ±  0.08']"
--,1734+389,17:34:20.5785,+38:57:51.443,"['1mm', '850µm']","['24 May 2023', '20 Mar 2012']","['SMA', 'SMA']","['0.69 ±  0.04', '0.29 ±  0.05']"
--,1734+094,17:34:58.3769,+09:26:58.260,"['1mm', '850µm']","['26 Sep 2023', '18 Feb 2016']","['SMA', 'SMA']","['0.02 ±  0.01', '0.21 ±  0.05']"
--,1737+063,17:37:13.7290,+06:21:03.572,"['1mm', '850µm']","['26 Sep 2023', '25 Feb 2013']","['SMA', 'SMA']","['0.13 ±  0.01', '0.14 ±  0.03']"
--,1739+499,17:39:27.3904,+49:55:03.368,"['1mm', '850µm']","['26 Sep 2023', '02 Jan 2008']","['SMA', 'SMA']","['0.18 ±  0.01', '0.47 ±  0.18']"
--,1740+521,17:40:36.9778,+52:11:43.407,"['1mm', '850µm']","['22 Aug 2023', '06 Aug 2014']","['SMA', 'SMA']","['0.09 ±  0.02', '0.32 ±  0.08']"
--,1743-038,17:43:58.8561,-03:50:04.616,"['1mm', '850µm']","['26 Sep 2023', '27 Mar 2021']","['SMA', 'SMA']","['0.72 ±  0.03', '2.22 ±  0.11']"
--,1744-312,17:44:23.5826,-31:16:35.986,"['1mm', '850µm']","['15 Feb 2023', '25 Feb 2013']","['SMA', 'SMA']","['0.23 ±  0.02', '0.24 ±  0.05']"
--,1751+096,17:51:32.8185,+09:39:00.728,"['1mm', '850µm']","['03 Oct 2023', '08 Jun 2021']","['SMA', 'SMA']","['2.24 ±  0.08', '0.94 ±  0.07']"
--,1753+288,17:53:42.4736,+28:48:04.939,"['1mm', '850µm']","['17 Apr 2018', '26 Apr 2008']","['SMA', 'SMA']","['0.16 ±  0.04', '0.41 ±  0.07']"
--,1759+237,17:59:00.3580,+23:43:46.953,['1mm'],['26 Sep 2023'],['SMA'],['0.03 ±  0.00']
--,1800+388,18:00:24.7653,+38:48:30.697,"['1mm', '850µm']","['26 Sep 2023', '19 Mar 2012']","['SMA', 'SMA']","['0.04 ±  0.00', '0.23 ±  0.09']"
--,1800+784,18:00:45.6839,+78:28:04.018,"['1mm', '850µm']","['03 Oct 2023', '17 Sep 2014']","['SMA', 'SMA']","['1.03 ±  0.05', '0.94 ±  0.06']"
--,1801+440,18:01:32.3148,+44:04:21.900,"['1mm', '850µm']","['26 Sep 2023', '08 Jun 2021']","['SMA', 'SMA']","['0.42 ±  0.02', '0.41 ±  0.05']"
--,1802-396,18:02:42.669,-39:40:07.97,"['1mm', '850µm']","['30 Mar 2019', '28 Jul 2013']","['SMA', 'SMA']","['0.31 ±  0.02', '0.69 ±  0.09']"
3c371,1806+698,18:06:50.6806,+69:49:28.108,"['1mm', '850µm']","['03 Oct 2023', '27 Jul 2022']","['SMA', 'SMA']","['1.15 ±  0.04', '1.15 ±  0.03']"
--,1812-068,18:12:50.9419,-06:48:23.853,"['1mm', '850µm']","['26 Sep 2023', '19 Mar 2012']","['SMA', 'SMA']","['0.06 ±  0.01', '0.18 ±  0.05']"
--,1821+397,18:21:59.7006,+39:45:59.656,"['1mm', '850µm']","['26 Sep 2023', '20 Mar 2012']","['SMA', 'SMA']","['0.04 ±  0.00', '0.10 ±  0.04']"
--,1824+568,18:24:07.0683,+56:51:01.490,"['1mm', '850µm']","['20 Sep 2023', '18 Feb 2016']","['SMA', 'SMA']","['0.52 ±  0.03', '0.51 ±  0.07']"
3c380,1829+487,18:29:31.7832,+48:44:46.161,"['1mm', '850µm']","['24 May 2023', '08 Jun 2021']","['SMA', 'SMA']","['0.32 ±  0.02', '0.27 ±  0.05']"
--,1830+063,18:30:05.9398,+06:19:15.952,"['1mm', '850µm']","['26 Sep 2023', '02 Jun 2021']","['SMA', 'SMA']","['0.18 ±  0.01', '0.23 ±  0.05']"
--,1832-206,18:32:11.0465,-20:39:48.203,['1mm'],['28 May 2014'],['SMA'],['0.27 ±  0.01']
--,1832-105,18:32:20.8360,-10:35:11.200,['1mm'],['20 Jun 2010'],['SMA'],['0.19 ±  0.02']
--,1842+681,18:42:33.6416,+68:09:25.227,"['1mm', '850µm']","['26 Sep 2023', '11 Oct 2010']","['SMA', 'SMA']","['0.26 ±  0.01', '0.30 ±  0.03']"
--,1845+356,18:45:35.1088,+35:41:16.726,"['1mm', '850µm']","['26 Sep 2023', '20 Mar 2012']","['SMA', 'SMA']","['0.04 ±  0.00', '0.10 ±  0.04']"
--,1848+323,18:48:22.0885,+32:19:02.603,"['1mm', '850µm']","['22 Aug 2023', '03 Jul 2011']","['SMA', 'SMA']","['0.21 ±  0.02', '0.43 ±  0.05']"
--,1848+327,18:48:34.3611,+32:44:00.139,"['1mm', '850µm']","['26 Sep 2023', '20 Jun 2017']","['SMA', 'SMA']","['0.21 ±  0.01', '0.52 ±  0.02']"
--,1849+670,18:49:16.0723,+67:05:41.679,"['1mm', '850µm']","['26 Sep 2023', '08 Jun 2021']","['SMA', 'SMA']","['0.26 ±  0.01', '0.50 ±  0.06']"
3c395,1902+319,19:02:55.9388,+31:59:41.702,"['1mm', '850µm']","['17 Apr 2018', '18 Feb 2016']","['SMA', 'SMA']","['0.21 ±  0.03', '0.30 ±  0.06']"
--,1911-201,19:11:09.6528,-20:06:55.109,"['1mm', '850µm']","['20 Sep 2023', '02 Jun 2021']","['SMA', 'SMA']","['0.86 ±  0.04', '0.82 ±  0.08']"
--,1923-210,19:23:32.1898,-21:04:33.333,"['1mm', '850µm']","['18 Jun 2017', '04 Aug 2013']","['SMA', 'SMA']","['0.40 ±  0.03', '0.76 ±  0.15']"
--,1924+156,19:24:39.4558,+15:40:43.941,"['1mm', '850µm']","['20 Sep 2023', '03 Jul 2011']","['SMA', 'SMA']","['0.47 ±  0.02', '0.20 ±  0.04']"
--,1924-292,19:24:51.0559,-29:14:30.121,"['1mm', '850µm']","['03 Oct 2023', '27 Mar 2021']","['SMA', 'SMA']","['2.78 ±  0.14', '2.05 ±  0.11']"
--,1925+211,19:25:59.6053,+21:06:26.162,"['1mm', '850µm']","['26 Sep 2023', '24 Oct 2022']","['SMA', 'SMA']","['0.34 ±  0.01', '0.24 ±  0.01']"
--,1927+612,19:27:30.4426,+61:17:32.879,"['1mm', '850µm']","['26 Sep 2023', '02 Jun 2021']","['SMA', 'SMA']","['0.37 ±  0.02', '0.47 ±  0.11']"
--,1927+739,19:27:48.4951,+73:58:01.569,"['1mm', '850µm']","['26 Sep 2023', '29 Aug 2014']","['SMA', 'SMA']","['0.69 ±  0.02', '1.32 ±  0.13']"
--,1937-399,19:37:16.2173,-39:58:01.553,"['1mm', '850µm']","['22 Apr 2017', '11 Jul 2013']","['SMA', 'SMA']","['0.46 ±  0.03', '0.27 ±  0.06']"
--,1955+515,19:55:42.7382,+51:31:48.546,"['1mm', '850µm']","['20 Sep 2023', '06 Aug 2014']","['SMA', 'SMA']","['0.39 ±  0.02', '0.31 ±  0.10']"
--,1957-387,19:57:59.8192,-38:45:06.356,"['1mm', '850µm']","['03 Oct 2023', '22 Feb 2016']","['SMA', 'SMA']","['1.22 ±  0.06', '0.68 ±  0.07']"
--,1959+651,19:59:59.8523,+65:08:54.668,['1mm'],['16 Aug 2023'],['SMA'],['0.16 ±  0.01']
--,2000-178,20:00:57.0904,-17:48:57.672,"['1mm', '850µm']","['03 Oct 2023', '02 Jun 2021']","['SMA', 'SMA']","['1.41 ±  0.07', '0.98 ±  0.07']"
--,2005+778,20:05:30.9985,+77:52:43.247,"['1mm', '850µm']","['26 May 2023', '22 Feb 2016']","['SMA', 'SMA']","['0.74 ±  0.03', '0.75 ±  0.08']"
--,2007+404,20:07:44.9448,+40:29:48.604,"['1mm', '850µm']","['26 Sep 2023', '02 Jun 2021']","['SMA', 'SMA']","['0.70 ±  0.02', '0.28 ±  0.05']"
--,2009-485,20:09:25.391,-48:49:53.72,['1mm'],['12 Oct 2010'],['SMA'],['0.32 ±  0.02']
--,2009+724,20:09:52.3038,+72:29:19.351,"['1mm', '850µm']","['20 Sep 2023', '02 Jun 2021']","['SMA', 'SMA']","['0.23 ±  0.01', '0.27 ±  0.07']"
--,2011-157,20:11:15.7109,-15:46:40.253,"['1mm', '850µm']","['20 Sep 2023', '22 Feb 2016']","['SMA', 'SMA']","['0.47 ±  0.02', '0.40 ±  0.05']"
--,2012+464,20:12:05.6374,+46:28:55.776,"['1mm', '850µm']","['03 Oct 2023', '07 Oct 2008']","['SMA', 'SMA']","['0.58 ±  0.03', '0.31 ±  0.05']"
--,2015+371,20:15:28.7297,+37:10:59.514,"['1mm', '850µm']","['03 Oct 2023', '20 Jun 2017']","['SMA', 'SMA']","['3.52 ±  0.12', '1.45 ±  0.05']"
--,2016+165,20:16:13.8600,+16:32:34.112,"['1mm', '850µm']","['15 Feb 2023', '22 Feb 2016']","['SMA', 'SMA']","['0.08 ±  0.01', '0.18 ±  0.04']"
--,2023+318,20:23:19.0173,+31:53:02.305,"['1mm', '850µm']","['26 Sep 2023', '25 Feb 2013']","['SMA', 'SMA']","['0.41 ±  0.02', '0.48 ±  0.04']"
--,2025+032,20:25:09.6321,+03:16:44.505,"['1mm', '850µm']","['26 Sep 2023', '08 Jun 2021']","['SMA', 'SMA']","['0.34 ±  0.01', '0.10 ±  0.04']"
--,2025+337,20:25:10.8420,+33:43:00.214,"['1mm', '850µm']","['20 Sep 2023', '16 May 2022']","['SMA', 'SMA']","['0.51 ±  0.03', '0.87 ±  0.04']"
--,mwc349a,20:32:45.5284,+40:39:36.623,"['1mm', '850µm']","['03 Nov 2022', '13 Aug 2021']","['SMA', 'SMA']","['2.06 ±  0.10', '2.53 ±  0.13']"
--,2035+109,20:35:22.3333,+10:56:06.789,"['1mm', '850µm']","['06 Sep 2022', '02 Jun 2021']","['SMA', 'SMA']","['0.21 ±  0.01', '0.14 ±  0.05']"
3c418,2038+513,20:38:37.0347,+51:19:12.662,"['1mm', '850µm']","['26 Sep 2023', '04 Aug 2013']","['SMA', 'SMA']","['0.48 ±  0.02', '0.81 ±  0.19']"
--,2047-166,20:47:19.6670,-16:39:05.842,"['1mm', '850µm']","['20 Sep 2023', '25 Feb 2013']","['SMA', 'SMA']","['0.05 ±  0.01', '0.12 ±  0.02']"
--,2049+100,20:49:45.8649,+10:03:14.398,"['1mm', '850µm']","['22 Aug 2023', '25 Feb 2013']","['SMA', 'SMA']","['0.26 ±  0.02', '0.15 ±  0.03']"
--,2050+041,20:50:06.2406,+04:07:48.890,"['1mm', '850µm']","['26 Sep 2023', '02 Jun 2021']","['SMA', 'SMA']","['0.20 ±  0.01', '0.19 ±  0.05']"
--,2052+365,20:52:52.0549,+36:35:35.300,"['1mm', '850µm']","['20 Sep 2023', '25 Feb 2013']","['SMA', 'SMA']","['0.05 ±  0.01', '0.10 ±  0.03']"
--,2056-472,20:56:16.40,-47:14:47.80,"['1mm', '850µm']","['21 Nov 2017', '19 Mar 2012']","['SMA', 'SMA']","['0.48 ±  0.03', '0.87 ±  0.10']"
--,2057-375,20:57:41.6034,-37:34:02.989,"['1mm', '850µm']","['11 Jun 2023', '20 Mar 2012']","['SMA', 'SMA']","['0.07 ±  0.02', '0.16 ±  0.05']"
--,2101-295,21:01:01.6599,-29:33:27.836,"['1mm', '850µm']","['10 Aug 2016', '07 Oct 2008']","['SMA', 'SMA']","['0.25 ±  0.03', '0.30 ±  0.08']"
--,2101+036,21:01:38.8341,+03:41:31.321,"['1mm', '850µm']","['26 Sep 2023', '07 Jun 2022']","['SMA', 'SMA']","['0.84 ±  0.03', '0.59 ±  0.04']"
--,2109+355,21:09:31.8787,+35:32:57.597,"['1mm', '850µm']","['26 Sep 2023', '07 Jun 2022']","['SMA', 'SMA']","['0.88 ±  0.04', '0.47 ±  0.03']"
--,2109-411,21:09:33.1885,-41:10:20.605,['1mm'],['22 Jun 2010'],['SMA'],['0.16 ±  0.01']
--,2123+055,21:23:44.5173,+05:35:22.093,"['1mm', '850µm']","['26 Sep 2023', '06 Aug 2014']","['SMA', 'SMA']","['0.33 ±  0.01', '0.43 ±  0.10']"
--,2129-183,21:29:21.4190,-18:21:22.790,"['1mm', '850µm']","['28 Nov 2015', '31 Oct 2012']","['SMA', 'SMA']","['0.09 ±  0.02', '0.15 ±  0.06']"
--,2131-121,21:31:35.2617,-12:07:04.795,"['1mm', '850µm']","['20 Sep 2023', '09 Jun 2022']","['SMA', 'SMA']","['0.56 ±  0.03', '0.32 ±  0.02']"
--,2134-018,21:34:10.3096,-01:53:17.238,"['1mm', '850µm']","['03 Oct 2023', '08 Jul 2021']","['SMA', 'SMA']","['1.23 ±  0.06', '0.65 ±  0.06']"
p2134+0,2136+006,21:36:38.5862,+00:41:54.213,"['1mm', '850µm']","['20 Jun 2023', '08 Jun 2021']","['SMA', 'SMA']","['0.66 ±  0.03', '0.50 ±  0.04']"
--,2138-246,21:38:37.1811,-24:39:54.466,"['1mm', '850µm']","['05 Apr 2019', '03 Dec 2013']","['SMA', 'SMA']","['0.11 ±  0.01', '0.49 ±  0.17']"
--,2139+143,21:39:01.3092,+14:23:35.991,"['1mm', '850µm']","['26 Sep 2023', '07 Jun 2022']","['SMA', 'SMA']","['0.11 ±  0.01', '0.17 ±  0.02']"
--,2142-046,21:42:36.9016,-04:37:43.512,"['1mm', '850µm']","['17 Apr 2018', '03 Jul 2011']","['SMA', 'SMA']","['0.15 ±  0.03', '0.22 ±  0.04']"
--,2147+094,21:47:10.1629,+09:29:46.672,"['1mm', '850µm']","['22 Aug 2023', '09 Jun 2022']","['SMA', 'SMA']","['0.32 ±  0.02', '0.20 ±  0.02']"
--,2148+069,21:48:05.4586,+06:57:38.604,"['1mm', '850µm']","['03 Oct 2023', '22 Apr 2017']","['SMA', 'SMA']","['1.16 ±  0.04', '0.52 ±  0.05']"
--,2151+071,21:51:31.4293,+07:09:26.783,"['1mm', '850µm']","['25 May 2017', '11 Jul 2013']","['SMA', 'SMA']","['0.12 ±  0.01', '0.14 ±  0.04']"
--,2151-304,21:51:55.5240,-30:27:53.698,['1mm'],['15 Oct 2016'],['SMA'],['0.49 ±  0.03']
--,2152+175,21:52:24.8194,+17:34:37.794,"['1mm', '850µm']","['26 Sep 2023', '09 Jun 2022']","['SMA', 'SMA']","['0.16 ±  0.01', '0.15 ±  0.02']"
--,2158-150,21:58:06.2819,-15:01:09.328,"['1mm', '850µm']","['20 Sep 2023', '02 Jun 2021']","['SMA', 'SMA']","['0.75 ±  0.04', '0.55 ±  0.06']"
--,2158-302,21:58:52.0650,-30:13:32.118,['1mm'],['08 Jun 2016'],['SMA'],['0.23 ±  0.02']
bllac,2202+422,22:02:43.2913,+42:16:39.979,"['1mm', '850µm']","['06 Oct 2023', '17 Jun 2023']","['SMA', 'SMA']","['8.26 ±  0.30', '8.62 ±  0.48']"
--,2203+317,22:03:14.9757,+31:45:38.269,"['1mm', '850µm']","['03 Oct 2023', '09 Jun 2022']","['SMA', 'SMA']","['0.95 ±  0.05', '0.71 ±  0.04']"
--,2203+174,22:03:26.8936,+17:25:48.247,"['1mm', '850µm']","['24 May 2023', '02 Jun 2021']","['SMA', 'SMA']","['0.20 ±  0.02', '0.11 ±  0.05']"
--,2206-185,22:06:10.4170,-18:35:38.746,"['1mm', '850µm']","['22 Apr 2017', '11 Oct 2010']","['SMA', 'SMA']","['0.33 ±  0.03', '0.19 ±  0.03']"
--,2213-254,22:13:02.4979,-25:29:30.079,"['1mm', '850µm']","['26 Sep 2023', '09 Jun 2022']","['SMA', 'SMA']","['0.12 ±  0.01', '0.13 ±  0.01']"
--,2217+243,22:17:00.8211,+24:21:45.958,"['1mm', '850µm']","['22 Aug 2023', '09 Jun 2022']","['SMA', 'SMA']","['0.28 ±  0.02', '0.20 ±  0.02']"
--,2218-035,22:18:52.0377,-03:35:36.879,"['1mm', '850µm']","['26 Sep 2023', '09 Jun 2022']","['SMA', 'SMA']","['0.33 ±  0.01', '0.44 ±  0.03']"
3c446,2225-049,22:25:47.2592,-04:57:01.390,"['1mm', '850µm']","['03 Oct 2023', '19 Jan 2022']","['SMA', 'SMA']","['1.15 ±  0.06', '0.27 ±  0.05']"
--,2229-085,22:29:40.0843,-08:32:54.435,"['1mm', '850µm']","['03 Oct 2023', '07 Jun 2022']","['SMA', 'SMA']","['1.66 ±  0.08', '0.62 ±  0.04']"
--,2232+117,22:32:36.4089,+11:43:50.904,"['1mm', '850µm']","['06 Oct 2023', '09 Jun 2022']","['SMA', 'SMA']","['2.14 ±  0.08', '2.61 ±  0.13']"
--,2235-485,22:35:13.237,-48:35:58.79,['1mm'],['19 Feb 2013'],['SMA'],['0.64 ±  0.03']
--,2236+284,22:36:22.4708,+28:28:57.413,"['1mm', '850µm']","['09 Jun 2023', '09 Jun 2022']","['SMA', 'SMA']","['0.84 ±  0.03', '0.74 ±  0.04']"
--,2243-257,22:43:26.4087,-25:44:30.687,"['1mm', '850µm']","['18 Jun 2017', '17 Jun 2010']","['SMA', 'SMA']","['0.23 ±  0.02', '0.32 ±  0.07']"
--,2246-121,22:46:18.2319,-12:06:51.277,"['1mm', '850µm']","['26 Sep 2023', '29 Jun 2021']","['SMA', 'SMA']","['0.76 ±  0.03', '0.22 ±  0.06']"
--,2247+031,22:47:58.6821,+03:10:42.353,"['1mm', '850µm']","['26 Sep 2023', '11 Jul 2013']","['SMA', 'SMA']","['0.11 ±  0.01', '0.15 ±  0.04']"
--,2248-325,22:48:38.6857,-32:35:52.187,"['1mm', '850µm']","['22 Sep 2017', '03 Jul 2011']","['SMA', 'SMA']","['0.23 ±  0.02', '0.31 ±  0.06']"
3c454.3,2253+161,22:53:57.7479,+16:08:53.560,"['1mm', '850µm']","['06 Oct 2023', '09 Jun 2022']","['SMA', 'SMA']","['4.68 ±  0.17', '1.97 ±  0.07']"
--,2258-279,22:58:05.9628,-27:58:21.256,"['1mm', '850µm']","['08 Apr 2022', '09 Jun 2022']","['SMA', 'SMA']","['0.87 ±  0.05', '0.75 ±  0.04']"
--,2301+374,23:01:27.7374,+37:26:49.243,"['1mm', '850µm']","['26 Sep 2023', '03 Jul 2011']","['SMA', 'SMA']","['0.09 ±  0.00', '0.16 ±  0.04']"
--,2302-373,23:02:23.8905,-37:18:06.842,"['1mm', '850µm']","['03 Aug 2021', '19 Oct 2008']","['SMA', 'SMA']","['0.05 ±  0.02', '0.50 ±  0.10']"
--,2307+148,23:07:33.9664,+14:50:18.405,"['1mm', '850µm']","['26 Sep 2023', '09 Jun 2022']","['SMA', 'SMA']","['0.09 ±  0.01', '0.11 ±  0.01']"
--,2311+344,23:11:05.3290,+34:25:10.900,"['1mm', '850µm']","['26 Sep 2023', '25 Feb 2013']","['SMA', 'SMA']","['0.37 ±  0.02', '0.23 ±  0.03']"
--,2320+052,23:20:44.8565,+05:13:49.952,"['1mm', '850µm']","['26 Sep 2023', '08 Jul 2021']","['SMA', 'SMA']","['0.22 ±  0.01', '0.17 ±  0.04']"
--,2321+275,23:21:59.8622,+27:32:46.443,"['1mm', '850µm']","['20 Sep 2023', '09 Jun 2022']","['SMA', 'SMA']","['0.70 ±  0.04', '0.28 ±  0.02']"
--,2323-032,23:23:31.9537,-03:17:05.023,"['1mm', '850µm']","['17 Nov 2017', '25 Nov 2017']","['SMA', 'SMA']","['0.46 ±  0.03', '0.41 ±  0.03']"
--,2327+096,23:27:33.5805,+09:40:09.462,"['1mm', '850µm']","['20 Sep 2023', '19 Jan 2022']","['SMA', 'SMA']","['0.37 ±  0.02', '0.39 ±  0.05']"
--,2329-475,23:29:17.704,-47:30:19.11,['1mm'],['12 Oct 2010'],['SMA'],['0.48 ±  0.02']
--,2331-159,23:31:38.6524,-15:56:57.009,"['1mm', '850µm']","['24 May 2023', '09 Jun 2022']","['SMA', 'SMA']","['0.20 ±  0.02', '0.18 ±  0.02']"
--,2333-237,23:33:55.2378,-23:43:40.657,"['1mm', '850µm']","['06 Jul 2021', '06 Aug 2014']","['SMA', 'SMA']","['0.90 ±  0.05', '0.66 ±  0.13']"
--,2334+076,23:34:12.8281,+07:36:27.552,"['1mm', '850µm']","['26 Sep 2023', '07 Jun 2022']","['SMA', 'SMA']","['0.21 ±  0.01', '0.24 ±  0.02']"
--,2337-025,23:37:57.3390,-02:30:57.629,"['1mm', '850µm']","['09 Aug 2018', '28 Nov 2012']","['SMA', 'SMA']","['0.28 ±  0.03', '0.18 ±  0.06']"
--,2347+517,23:47:04.8380,+51:42:17.877,['1mm'],['27 Oct 2010'],['SMA'],['0.15 ±  0.02']
--,2347-512,23:47:19.864,-51:10:36.066,['1mm'],['23 Nov 2009'],['SMA'],['0.06 ±  0.01']
--,2348-165,23:48:02.6085,-16:31:12.022,"['1mm', '850µm']","['06 Oct 2023', '09 Jun 2022']","['SMA', 'SMA']","['2.31 ±  0.08', '1.42 ±  0.07']"
--,2354+458,23:54:21.6802,+45:53:04.236,"['1mm', '850µm']","['20 Sep 2023', '09 Jun 2022']","['SMA', 'SMA']","['0.21 ±  0.01', '0.12 ±  0.01']"
--,2358-103,23:58:10.8824,-10:20:08.611,"['1mm', '850µm']","['17 Nov 2017', '20 Nov 2008']","['SMA', 'SMA']","['0.27 ±  0.02', '0.27 ±  0.05']"
